numero_uai;nature_uai;ministere_tutelle;ministere_tutelle_libe;tutelle_2;tutelle_2_libe;secteur_public_prive;niveau_uai;niveau_uai_libe;commune;commune_libe;denomination_principale;patronyme_uai;numero_siren_siret_uai;date_ouverture;date_fermeture;lieu_dit_uai;adresse_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai
0881104X;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;88160;Epinal;CTR DE FORMATION D APPRENTIS;POLE DES METIERS;18882204300066;25020;;;16 avenue DUTAC;;88000;EPINAL
0881108B;600;06;ministère de l'éducation nationale;;;PU;3;UAI fille;88196;Gérardmer;CTR DE FORMATION D APPRENTIS;HOTELIER;19880032800017;25272;;;Boulevard d'Alsace;BP127;88407;GERARDMER CEDEX
0881269B;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;88011;Arches;CTR DE FORMATION D APPRENTIS;BATIMENT TRAV.PUBLIC DES VOSGE;78334702400086;25863;;;30 rue de la Gare;BP07;88380;ARCHES
0881493V;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;88196;Gérardmer;CTR DE FORMATION D APPRENTIS;PAPETIER;78334443500038;29099;;;12 rue GERARD D'ALSACE;BP45;88402;GERARDMER CEDEX
0881578M;600;03;ministère de l'agriculture;;;PR;1;UAI célibataire;88402;Roville-aux-Chênes;CTR FORMATION APPRENTIS AGRIC.;CFA HORTICULTURE ET DE PAYSAGE;78346979400029;30926;;;28 RUE DU CHENE;;88700;ROVILLE AUX CHENES
0881579N;600;03;ministère de l'agriculture;;;PU;1;UAI célibataire;88304;Mirecourt;CTR FORMATION APPRENTIS AGRIC.;CFA AGR MIRECOURT;19881070700077;30926;;;22 AVENUE DU DR GROSJEAN;BP72;88500;MIRECOURT
0881672P;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;88424;Sainte-Marguerite;CTR DE FORMATION D APPRENTIS;METIERS DE LA PLASTURGIE;13002266800342;33896;;;467 rue GRANDS PRES;;88100;STE MARGUERITE
0881709E;600;03;ministère de l'agriculture;;;PR;1;UAI célibataire;88402;Roville-aux-Chênes;CFA HORTICOLE;ANTENNE UNREP;;27273;;;28 RUE DU CHENE;;88700;ROVILLE AUX CHENES
0881719R;600;06;ministère de l'éducation nationale;;;PU;3;UAI fille;88029;La Vôge-les-Bains;CTR DE FORMATION D APPRENTIS;METIERS DE LA PISCINE;19880001300023;36404;;BAINS LES BAINS;44 rue DU CHESNOIS;;88240;LA VOGE LES BAINS
0881745U;600;06;ministère de l'éducation nationale;;;PU;3;UAI fille;88383;Remiremont;CTR DE FORMATION D APPRENTIS;PATRIMOINE ARCHI.- ARTS PIERRE;19881140800022;38961;;;2 rue DU PARMONT;BP70158;88200;REMIREMONT
0881755E;600;06;ministère de l'éducation nationale;;;PU;3;UAI fille;88383;Remiremont;CTR DE FORMATION D APPRENTIS;TRANSFORMATION DU BOIS;19880153200039;40544;;;13  RUE L'EPINETTE;BP20160;88204;REMIREMONT CEDEX
0881760K;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;88270;Liffol-le-Grand;CTR DE FORMATION D APPRENTIS;CFA AFPIA EST-NORD;45166962600017;42005;;;2 rue du 8 Mai 1945;BP25;88350;LIFFOL LE GRAND
0890992V;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;89024;Auxerre;CFA;INTERPROFESSIONNEL;30391595300028;27816;;;3 RUE JEAN BERTIN;BP189;89003;AUXERRE CEDEX
0891132X;600;03;ministère de l'agriculture;;;PU;3;UAI fille;89073;Champignelles;CFA;AGRICOLE;19890045800029;25489;;;3 ROUTE DE CHAMPCEVRAIS;;89350;CHAMPIGNELLES
0891185E;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;89024;Auxerre;POLE FORMATION DES INDUSTRIES;BOURGOGNE 58-89;35250115900011;32752;;;6 ROUTE DE MONETEAU;BP303;89005;AUXERRE CEDEX
0891251B;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;89024;Auxerre;CFA REGIONAL;COMPAGNONS DEVOIR TOUR DE F.;;35309;;;6 rue ST PELERIN;;89000;AUXERRE
0900239W;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;90010;Belfort;CTR DE FORMATION D APPRENTIS;MUNICIPAL JACKIE DROUET;21900010600175;29099;;;2 rue RENE CASSIN ZA JUSTICE;;90000;BELFORT
0900378X;600;03;ministère de l'agriculture;;;PU;3;UAI fille;90099;Valdoie;CTR FORMATION APPRENTIS AGRIC.;DU TERRITOIRE DE BELFORT;19900246000012;32387;;;95 RUE DU TURENNE;;90300;VALDOIE
0911333E;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;91103;Brétigny-sur-Orge;CTR DE FORMATION D APPRENTIS;METIERS DU BATIMENT ET DE LA C;77566214100149;26690;;;5 rue de la Desserte industriell;;91220;BRETIGNY SUR ORGE
0912003H;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;91377;Massy;CTR DE FORMATION D APPRENTIS;AFIA INFORMATIQUE;39108721000046;33848;;;14 rue René Cassin;;91300;MASSY
0912021C;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;91471;Orsay;CTR DE FORMATION D APPRENTIS;UNION;43122042500018;34943;;POLE UNIV. D'INGENIERIE;UNIVERSITE PARIS SUD;;91400;ORSAY
0912098L;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;91469;Ormoy-la-Rivière;CTR DE FORMATION D APPRENTIS;MFR MOULIN DE LA PLANCHE;39946530100022;34213;;;45 ROUTE D'ARTONDU;;91150;ORMOY LA RIVIERE
0912119J;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;91228;Evry-Courcouronnes;CTR DE FORMATION D APPRENTIS;EVE;40292484900027;34943;;EVRY COURCOURONNES;48 cours Blaise Pascal;;91025;EVRY CEDEX
0912125R;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;91477;Palaiseau;CTR DE FORMATION D APPRENTIS;SUP OPTIQUE;78461698900033;35309;;;AVENUE AUGUSTIN FRESNEL;BP147;91127;PALAISEAU CEDEX
0912140G;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;91161;Chilly-Mazarin;CTR DE FORMATION D APPRENTIS;INTERPROFESSIONNEL G.EIFFEL;;35674;;;30  ROUTE DE LONGJUMEAU;;91380;CHILLY MAZARIN
0912267V;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;91228;Evry-Courcouronnes;CTR DE FORMATION D APPRENTIS;FDME;45235951600021;38718;;EVRY COURCOURONNES;3 CHEMIN DE LA GRANGE FEU LOUIS;;91035;EVRY CEDEX
0912268W;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;91471;Orsay;CTR DE FORMATION D APPRENTIS;AFTI;39107691600025;38961;;ROUTE DEPARTEMENTALE 128;DOMAINE DE CORBEVILLE;;91401;ORSAY CEDEX
0912398M;600;32;ministère de la jeunesse et des sports;;;PR;1;UAI célibataire;91661;Villebon-sur-Yvette;CTR DE FORMATION D'APPRENTIS;GRAND DÔME DE VILLEBON - FFJDA;47945071000013;43489;;;3 rue du Grand Dôme;;91140;VILLEBON SUR YVETTE
0921379Z;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;92063;Rueil-Malmaison;CTR DE FORMATION D APPRENTIS;METIERS DU BATIMENT BTP CFA;77566214100024;25874;;;35  RUE DU MARQUIS DE CORIOLIS;;92500;RUEIL MALMAISON
0921667M;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;92078;Villeneuve-la-Garenne;CTR DE FORMATION D APPRENTIS;FEDERATION FRANCAISE DE CARROS;31034766100020;27725;;;65 BOULEVARD GALLIENI;;92390;VILLENEUVE LA GARENNE
0922274X;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;92024;Clichy;CTR DE FORMATION D APPRENTIS;EUGENE DUCRETET;39074560200032;33848;;;84 RUE VILLENEUVE;;92110;CLICHY
0922275Y;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;92050;Nanterre;CTR DE FORMATION D APPRENTIS;IFPM;38426598900010;33848;;;4  BOULEVARD DU LEVANT;;92000;NANTERRE
0922292S;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;92062;Puteaux;CTR DE FORMATION D APPRENTIS;AFI 24;40267040000041;34943;;IMMEUBLE KUPKA A;18  RUE HOCHE;;92800;PUTEAUX
0922377J;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;92040;Issy-les-Moulineaux;CTR DE FORMATION D APPRENTIS;ISIFA;40132583200079;34943;;;3  RUE VAUDETARD;;92130;ISSY LES MOULINEAUX
0922379L;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;92062;Puteaux;CTR DE FORMATION D APPRENTIS;AGEFA PME ILE DE FRANCE;80231984800015;34943;;;42  QUAI DE DION BOUTON;;92806;PUTEAUX CEDEX
0922387V;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;92063;Rueil-Malmaison;CTR DE FORMATION D APPRENTIS;ENERGIE MOTORISATIONS;30430621000077;35309;;;232  AVENUE NAPOLEON BONAPARTE;;92500;RUEIL MALMAISON
0922451P;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;92050;Nanterre;CTR DE FORMATION D APPRENTIS;CEFIPA;45210208000028;36404;;;93  BOULEVARD DE LA SEINE;BP602;92000;NANTERRE
0922454T;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;92050;Nanterre;CTR DE FORMATION D APPRENTIS;CESFA - BTP;45210208000028;36770;;;93 boulevard de la Seine;;92000;NANTERRE
0922585K;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;92062;Puteaux;CTR DE FORMATION D APPRENTIS;MECAVENIR;39814208300037;34578;;;12 BIS RUE DES PAVILLONS;;92800;PUTEAUX
0922594V;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;92002;Antony;CTR DE FORMATION D APPRENTIS;C3CFA;48406321900022;38596;;;101 rue DE LA FONTAINE GRELOT;;92160;ANTONY
0922607J;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;92004;Asnières-sur-Seine;CTR DE FORMATION D APPRENTIS;ECOLE SUPERIEURE DE COMEDIENS;40058393600010;38808;;;3  RUE EDMOND FANTIN;;92600;ASNIERES SUR SEINE
0922627F;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;92040;Issy-les-Moulineaux;CTR DE FORMATION D APPRENTIS;METIERS TERRITORIAUX;18001404501593;39276;;;165  RUE JEAN-JACQUES ROUSSEAU;;92130;ISSY LES MOULINEAUX
0922628G;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;92012;Boulogne-Billancourt;CTR DE FORMATION D APPRENTIS;LEEM APPRENTISSAGE;81826857500011;39202;;;15  RUE RIEUX;;92517;BOULOGNE BILLANCOURT CEDEX
0922650F;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;92062;Puteaux;CTR DE FORMATION D APPRENTIS;DE L'ASSURANCE;78420275600150;34943;;;172 bis de la République;CS40049;92817;PUTEAUX CEDEX
0922661T;600;06;ministère de l'éducation nationale;35;ministère de la santé et de la solidarité nationale;PR;2;UAI mère;92044;Levallois-Perret;CTR DE FORMATION D APPRENTIS;ADAFORSS;81425084100024;39630;;;104 rue Rivay;;92300;LEVALLOIS PERRET
0922673F;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;92062;Puteaux;CTR DE FORMATION D APPRENTIS;ASSOCIATION COMPTABLES METIERS;42467421600033;34213;;;20 bis bd JARDINS BOIELDIEU;;92800;PUTEAUX
0922675H;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;92051;Neuilly-sur-Seine;CTR DE FORMATION D APPRENTIS;AFORP;;22525;;;34 avenue Charles de Gaulle;;92200;NEUILLY SUR SEINE
0922778V;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;92044;Levallois-Perret;CTR DE FORMATION D APPRENTIS;DES METIERS DE L'ENERGIE IDF;53150773900013;42614;;SITE CARRÉ VERT EDF-DRH;45 rue KLEBER;;92300;LEVALLOIS PERRET
0922791J;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;92062;Puteaux;CTR DE FORMATION D APPRENTIS;METIERS BANQUE ET FINANCE D'IL;41432425100068;42979;;;1  PLACE DE LA PYRAMIDE;;92800;PUTEAUX
0931618D;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;93008;Bobigny;CTR DE FORMATION D APPRENTIS;CAMPUS DES METIERS ET DE L'ENT;18930001500071;27807;;;91  RUE EDOUARD RENARD;;93000;BOBIGNY
0931815T;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;93051;Noisy-le-Grand;CTR DE FORMATION D APPRENTIS;DU BATIMENT ET DES TRAVAUX PUB;77566214100065;28764;;;1 RUE DU BALLON;;93160;NOISY LE GRAND
0932217E;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;93078;Villepinte;CTR DE FORMATION D APPRENTIS;CEFAA VILLEPINTE;31513169800153;34204;;;AVENUE JEAN FOURGEAUD;;93421;VILLEPINTE CEDEX
0932230U;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;93066;Saint-Denis;CTR DE FORMATION D APPRENTIS;DU BATIMENT ET T.P.;77566214100107;34578;;;21 rue PRAIRIAL;;93200;ST DENIS
0932305A;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;93006;Bagnolet;CTR DE FORMATION D APPRENTIS;DU SPECTACLE VIVANT ET DE L'AU;31360884600025;36161;;;92 AVENUE GALLIENI;;93170;BAGNOLET
0932309E;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;93051;Noisy-le-Grand;CTR DE FORMATION D APPRENTIS;DE LA CCI PARIS ILE DE FRANCE;;36342;;;CÎTE DESCARTES 2 BD B PASCAL;BP99;93162;NOISY LE GRAND CEDEX
0932330C;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;93048;Montreuil;CTR DE FORMATION D APPRENTIS;LIBRAIRIE PAPETERIE DE DETAIL,;34878623700050;37135;;;12  RUE DE VINCENNES;;93100;MONTREUIL
0932331D;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;93006;Bagnolet;CTR DE FORMATION D APPRENTIS;METIERS DE LA COMMUNICATION ET;;37135;;;80 rue Jules Ferry;;93170;BAGNOLET
0932342R;600;02;ministère de la culture;;;PR;1;UAI célibataire;93066;Saint-Denis;CTR FORMATION APPRENTIS CULTUR;ARTS DU CIRQUE;;37500;;;1-9 rue des Cheminots;;93210;ST DENIS
0932343S;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;93073;Tremblay-en-France;CTR DE FORMATION D APPRENTIS;CAMAS FORMATIONS;;37500;;;7 rue IMPASSE NIEPCE;;93290;TREMBLAY EN FRANCE
0932467B;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;93074;Vaujours;UFA FENELON;CFA MET AGRICULTURE;30413855500012;37500;;;1 RUE DE MONTAUBAN;;93410;VAUJOURS
0932469D;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;93066;Saint-Denis;CTR DE FORMATION D APPRENTIS;CNAM IDF;78515062400225;39814;;;61 rue DU LANDY;;93200;ST DENIS
0932490B;600;03;ministère de l'agriculture;;;PR;1;UAI célibataire;93074;Vaujours;CTR FORMATION APPRENTIS AGRIC;;;38961;;;1 RUE DE MONTAUBAN;;93410;VAUJOURS
0932492D;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;93013;Le Bourget;CTR DE FORMATION D APPRENTIS;INCM-CFA;78471393500038;33117;;;47 RUE DU COMMANDANT ROLLAND;;93350;LE BOURGET
0932505T;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;93066;Saint-Denis;CTR DE FORMATION D APPRENTIS;DES METIERS DE LA POSTE FORMAP;50383576100035;39452;;;9 rue du Docteur Finot;;93200;ST DENIS
0941466H;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;94002;Alfortville;CTR DE FORMATION D APPRENTIS;COUVERTURE PLOMBERIE;48840184500026;27725;;;PLACE SAN BENEDETTO DEL TRONTO;;94140;ALFORTVILLE
0941609N;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;94065;Rungis;CTR DE FORMATION D APPRENTIS;DU MARCHE INERN. DE RUNGIS - D;44771392600015;28240;;;1 rue DE LA ROCHELLE;;94569;RUNGIS CEDEX 2
0941906L;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;94054;Orly;CENTRE DE FORMATION D'APPRENTI;CHAMBRE COMMERCE INDUST PARIS;13001727000690;32392;;;5 place de la Gare des Saules;;94310;ORLY
0941925G;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;94076;Villejuif;CTR DE FORMATION D APPRENTIS;ENVIRONNEMENT ET HYGIENE DES L;80211860400015;33107;;;34 BOULEVARD MAXIME GORKI;;94800;VILLEJUIF
0941939X;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;94069;Saint-Maurice;CTR DE FORMATION D APPRENTIS;CFA SUP 2000;38767911100022;33390;;;Place Jean Jaurès;;94410;ST MAURICE
0941940Y;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;94068;Saint-Maur-des-Fossés;CTR DE FORMATION D APPRENTIS;CFA DE LA CHAMBRE DE METIERS E;18940001300034;33390;;;25 avenue Raspail;;94107;ST MAUR DES FOSSES CEDEX
0942024P;600;03;ministère de l'agriculture;;;PR;1;UAI célibataire;94004;Boissy-Saint-Léger;CTR FORMATION APPRENTIS AGRIC.;AFASEC DE GROS BOIS;;33482;;;DOMAINE DE GROSBOIS;;94470;BOISSY ST LEGER
0942200F;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;94081;Vitry-sur-Seine;CTR DE FORMATION D APPRENTIS;CFA PROMOTRANS VITRY-SUR-SEINE;77568013500708;37135;;;20  RUE DU BEL-AIR;;94400;VITRY SUR SEINE
0942202H;600;06;ministère de l'éducation nationale;;;PU;2;UAI mère;94028;Créteil;CTR DE FORMATION D APPRENTIS;ACADEMIQUE DE CRETEIL;18940910500013;38961;;;12  RUE GEORGES ENESCO;;94025;CRETEIL CEDEX
0942215X;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;94002;Alfortville;CTR DE FORMATION D APPRENTIS;AFANEM;48840184500026;38718;;;Place SAN BENEDETTO DEL TRONTO;;94140;ALFORTVILLE
0942217Z;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;94052;Nogent-sur-Marne;CTR DE FORMATION D APPRENTIS;INFA INSTITUT NATIONAL DE FORM;78574029100253;39326;;;5 RUE ANQUETIL;;94130;NOGENT SUR MARNE
0942262Y;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;94069;Saint-Maurice;CTR DE FORMATION D APPRENTIS;AFORPA METIERS DE L'AUTOMOBILE;78466255300139;40057;;;150  RUE DU MARECHAL LECLERC;;94410;ST MAURICE
0942288B;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;94028;Créteil;CTR DE FORMATION D APPRENTIS;GESTES FORMATION;41124054200026;41153;;;6 chemin DES MECHES;;94000;CRETEIL
0942436M;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;94065;Rungis;CTR DE FORMATION D APPRENTIS;RUNGIS ACADÉMIE;;43344;;;3 rue du Caducée;BP94516;94098;CRETEIL CEDEX 9
0951285F;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;95018;Argenteuil;CTR DE FORMATION D APPRENTIS;GARAC;77568811200033;27824;;;3 BOULEVARD GALLIENI;BP4;95102;ARGENTEUIL CEDEX
0951286G;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;95476;Osny;CTR DE FORMATION D APPRENTIS;ADOLPHE CHAUVIN CCI PARIS IDF;13001727000336;27824;;;22 RUE DES BEAUX SOLEILS;;95520;OSNY
0951625A;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;95219;Ermont;CTR DE FORMATION D APPRENTIS;METIERS BATIMENT BTP CFA;77566214100073;30590;;;18 BIS RUE FERDINAND BUISSON;;95120;ERMONT
0951684P;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;95277;Gonesse;CTR DE FORMATION D APPRENTIS;PROMOTRANS GONESSE;77568013500057;31578;;;Rue de la ferme Saint-Simon;;95500;GONESSE
0951721E;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;95210;Enghien-les-Bains;CTR DE FORMATION D APPRENTIS;GESCIA CCI PARIS IDF;13001727000369;32021;;;14 place du Cardinal Mercier;;95880;ENGHIEN LES BAINS
0951798N;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;95500;Pontoise;CTR DE FORMATION D APPRENTIS;ITESCIA CCI PARIS IDF;13001727000377;33482;;;8 rue Pierre de Coubertin;;95300;PONTOISE
0951830Y;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;95555;Saint-Gratien;CTR DE FORMATION D APPRENTIS;FRATERNITE ST JEAN;;33848;;;12 RUE DU MARECHAL JUIN;;95210;ST GRATIEN
0951929F;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;95127;Cergy;CTR DE FORMATION D APPRENTIS;ESSEC;31355139200027;34213;;;AVENUE BERNARD HIRSCH;BP50 10;95021;CERGY PONTOISE CEDEX
0951938R;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;95323;Jouy-le-Moutier;CTR DE FORMATION D APPRENTIS;INSTITUT ENVIRONNEMENT URBAIN;44023495300022;34578;;;RUE D ECANCOURT;;95280;JOUY LE MOUTIER
0951947A;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;95018;Argenteuil;CTR DE FORMATION D APPRENTIS;AFFIDA;;34578;;;106 BOULEVARD HELOISE;;95104;ARGENTEUIL CEDEX
0951963T;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;95203;Eaubonne;CTR DE FORMATION D APPRENTIS;CMA VAL D'OISE;18950901100038;35309;;;18 RUE DES BOUQUINVILLES;;95600;EAUBONNE
0952209K;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;95088;Bonneuil-en-France;CTR DE FORMATION D APPRENTIS;METIERS DE L'AERIEN;;42614;;;385 chemin DE LA PISTE;;95500;BONNEUIL EN FRANCE
1400031Y;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;99140;;CTR DE FORMATION D APPRENTIS;C.E.P.I.A.;;31295;;;18 AVENUE DES GRDES COMMUNES;;;PETIT LANCY 1213 GENEVE
6200042B;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;2A004;Ajaccio;CTR DE FORMATION D APPRENTIS;CORSE DU SUD;18201008200051;28856;;LIEU DIT Bacciochi;Chemin de la Sposata;;20090;AJACCIO
6200189L;600;03;ministère de l'agriculture;;;PU;3;UAI fille;2A272;Sartène;CTR FORMATION APPRENTIS AGRIC.;SARTENE;19200002400039;31987;;;ROUTE DE LEVIE;;20100;SARTENE
6200713F;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;2A004;Ajaccio;CTR DE FORMATION D APPRENTIS;CFA ACOR;32753004400038;38957;;;Boulevard PASCAL ROSSINI;BP808;20192;AJACCIO CEDEX 4
6200731A;600;32;ministère de la jeunesse et des sports;;;PU;1;UAI célibataire;2A004;Ajaccio;CENTRE DE FORMATION D'APPRENTI;CFA DU SPORT ET DE L'ANIMATION;20007923400023;43525;;;00 chemin de la Sposata;;20090;AJACCIO
7200157H;600;03;ministère de l'agriculture;;;PU;3;UAI fille;2B042;Borgo;CTR FORMATION APPRENTIS AGRIC.;BORGO;19202599700078;29160;;BORGO MARANA;LIEU-DIT AGHJA ROSSA;;20290;BORGO
7200675W;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;2B120;Furiani;CTR DE FORMATION D APPRENTIS;HAUTE CORSE;78300521800012;28126;;;Route du Village;BP234;20600;FURIANI
9710646A;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;97101;Les Abymes;CTR DE FORMATION D APPRENTIS;CHAMBRE DE METIERS GUADELOUPE;18971004900025;27477;;;30 avenue du Général de Gaulle;BP3025;97139;LES ABYMES
9710814H;600;03;ministère de l'agriculture;;;PU;3;UAI fille;97102;Anse-Bertrand;CTR FORMATION APPRENTIS AGRIC.;CFA AGRICOLE GUERY;;29281;;GUERY;;;97121;ANSE BERTRAND
9711039C;600;03;ministère de l'agriculture;;;PU;1;UAI célibataire;97103;Baie-Mahault;CTR FORMATION APPRENTIS AGRIC;CFA AGRICOLE DE CONVENANCE;;29465;;SECTION CONVENANCE;;;97122;BAIE MAHAULT
9711051R;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;97120;Pointe-à-Pitre;CTR DE FORMATION D APPRENTIS;CIFAB ASFO BERGEVIN;;35732;;BERGEVIN;IMMEUBLE ASFO BERGEVIN;BP197;97110;POINTE A PITRE
9711071M;600;06;ministère de l'éducation nationale;;;PU;3;UAI fille;97103;Baie-Mahault;CTR DE FORMATION D APPRENTIS;CFA POLYVALENT DE L'ACADEMIE D;43422198200011;36770;;TRIONCELLE;Chemin de trioncelle;;97122;BAIE MAHAULT
9711169U;600;06;ministère de l'éducation nationale;;;PU;3;UAI fille;97801;Saint-Martin;CTR DE FORMATION D APPRENTIS;CFA DES ILES DU NORD;19971588900036;39083;;;Route DE SPRING;;97150;ST MARTIN
9711179E;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;97105;Basse-Terre;CTR DE FORMATION D APPRENTIS;FEDERATION DES MEREO IREO;38176405900022;39326;;CHAMBRE D'AGRICULTURE;41  RUE LARDENOY;;97100;BASSE TERRE
9711186M;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;97120;Pointe-à-Pitre;CTR DE FORMATION D APPRENTIS;CCI  PAP;43231079500013;39326;;;RUE FELIX EBOUE;;97110;POINTE A PITRE
9711280P;600;03;ministère de l'agriculture;;;PR;2;UAI mère;97105;Basse-Terre;CTR FORMATION APPRENTIS AGRIC;DES MFR DE GUADELOUPE;38176405900022;42248;;;41 rue Lardenoy;;97100;BASSE TERRE
9720490A;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;97221;Rivière-Salée;CTR DE FORMATION D APPRENTIS;CHAMBRE DES METIERS;;27876;;;Quartier Laugier;;97215;RIVIERE SALEE
9720632E;600;03;ministère de l'agriculture;;;PU;3;UAI fille;97210;Le François;CTR FORMATION APPRENTIS AGRIC.;MARTINIQUE;;29495;;;QUARTIER CHOPOTTE;;97240;LE FRANCOIS
